Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Black,,,30424565-s-black,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393690.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,White,,,30424565-m-white,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393696.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,White,,,30424565-s-white,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393696.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,M,,Red,,,30424565-m-red,0.0,shopify,deny,oberlo,23.98,23.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393695.jpg?v=1584384457,kg,,,,,
aproms-candy-color-ribbed-knitted-cardigan-women-autumn-winter-long-sleeve-basic-cropped-sweaters-female-casual-short-jumper-top,,,,,,,,,S,,Red,,,30424565-s-red,0.0,shopify,deny,oberlo,19.98,19.98,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1309393695.jpg?v=1584384457,kg,,,,,
berrygo-vintage-mohair-long-cardigan-women-sweaters-female-long-sleeve-pocket-winter-cardigans-casual-knitwear-pure-jumpers,BerryGo Vintage mohair long cardigan women sweaters female Long sleeve pocket winter cardigans Casual knitwear pure jumpers,"<p><span><strong>Brand Name:</strong> BerryGo</span><br><span><strong>Style:</strong> Office Lady</span><br><span><strong>Material Composition:</strong> 100%Acrylic</span><br><span><strong>Decoration:</strong> NONE</span><br><span><strong>Pattern Type:</strong> Solid</span><br><span><strong>Clothing Length:</strong> Long</span><br><span><strong>Collar:</strong> V-Neck</span><br><span><strong>Sleeve Length(cm):</strong> Full</span><br><span><strong>Sleeve Style:</strong> REGULAR</span><br><span><strong>Material:</strong> Acrylic</span><br><span><strong>Thickness:</strong> STANDARD</span><br><span><strong>Closure Type:</strong> Open Stitch</span><br><span><strong>Gender:</strong> WOMEN</span><br><span><strong>Model Number:</strong> S19ST0718</span><br><span><strong>Year and Season:</strong> 2019 Autumn Winter</span><br><span><strong>Gender:</strong> jupe femme</span><br><span><strong>Item:</strong> knitted sweater women long cardigan female jacket</span><br><span><strong>Feature:</strong> v neck mohair cardigan female open stitch</span><br><span><strong>Occasion:</strong> office work, casual streetwear warm coat</span><br><span><strong>Suitable:</strong> Ropa mujer</span><br><span><strong>Color:</strong> khaki cardigans women</span><br><span><strong>Country Language:</strong> Sueter,trui,kardigan</span><br><span><strong>Style:</strong> minimalist,less is more,pure</span></p>",yellowsweets,,,"",true,Size,M,Color,Gray,,,27790886-m-gray,0.0,shopify,deny,oberlo,53.16,53.16,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917396.jpg?v=1584384451,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917403.jpg?v=1584384451,kg,,,,,active
berrygo-vintage-mohair-long-cardigan-women-sweaters-female-long-sleeve-pocket-winter-cardigans-casual-knitwear-pure-jumpers,,,,,,,,,L,,Gray,,,27790886-l-gray,0.0,shopify,deny,oberlo,53.16,53.16,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917403.jpg?v=1584384451,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917403.jpg?v=1584384451,kg,,,,,
berrygo-vintage-mohair-long-cardigan-women-sweaters-female-long-sleeve-pocket-winter-cardigans-casual-knitwear-pure-jumpers,,,,,,,,,L,,Khaki,,,27790886-l-khaki,0.0,shopify,deny,oberlo,53.16,53.16,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917402.jpg?v=1584384451,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917402.jpg?v=1584384451,kg,,,,,
berrygo-vintage-mohair-long-cardigan-women-sweaters-female-long-sleeve-pocket-winter-cardigans-casual-knitwear-pure-jumpers,,,,,,,,,S,,Gray,,,27790886-s-gray,0.0,shopify,deny,oberlo,53.16,53.16,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917403.jpg?v=1584384451,kg,,,,,
berrygo-vintage-mohair-long-cardigan-women-sweaters-female-long-sleeve-pocket-winter-cardigans-casual-knitwear-pure-jumpers,,,,,,,,,S,,Khaki,,,27790886-s-khaki,0.0,shopify,deny,oberlo,53.16,53.16,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917402.jpg?v=1584384451,kg,,,,,
berrygo-vintage-mohair-long-cardigan-women-sweaters-female-long-sleeve-pocket-winter-cardigans-casual-knitwear-pure-jumpers,,,,,,,,,M,,Khaki,,,27790886-m-khaki,0.0,shopify,deny,oberlo,53.16,53.16,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1301917402.jpg?v=1584384451,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,PARAKINI 2019 Sexy Micro Mini Bikini Set Women Erotic Transparent Swimwear Bathing Suit Tiny G-String Thong Bikinis Beachwear,"<p><span><strong>Brand Name:</strong> Parakini</span><br><span><strong>Pattern Type:</strong> Solid</span><br><span><strong>Waist:</strong> Low Waist</span><br><span><strong>Item Type:</strong> Bikinis Set</span><br><span><strong>Support Type:</strong> Wire Free</span><br><span><strong>Model Number:</strong> YS16021</span><br><span><strong>Gender:</strong> WOMEN</span><br><span><strong>Fit:</strong> Fits true to size, take your normal size</span><br><span><strong>Material:</strong> Polyester</span><br><span><strong>Material:</strong> spandex</span><br><span><strong>With Pad:</strong> Yes</span><br><span><strong>Character:</strong> Plaid Dots Stripes Print  Swimsuit</span><br><span><strong>Color:</strong> Black,white</span><br><span><strong>For the Crowd:</strong> swimwear women</span><br><span><strong>Item Type:</strong> Bandeau Halter Bikinis Set</span><br><span><strong>Style:</strong> high waist swimwear</span><br><span><strong>Material:</strong> 82% Ployester + 18% Spandex</span><br><span><strong>Year of Design:</strong> Swimsuit 2019</span><br><span><strong>Occasion:</strong> Beach,Party,Causal Daily, Sunbathing</span><br><span><strong>Status:</strong> Brand New Biquinis</span><br><span><strong>Shipping time:</strong> Within 3days Fast Shipping</span></p>",yellowsweets,,,"",true,Color,Blue,Size,Size fits all,,,25381455-blue-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532818.jpg?v=1584384453,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532826.jpg?v=1584384453,kg,,,,,active
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,as,,Size fits all,,,25381455-as-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532826.jpg?v=1584384453,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532824.jpg?v=1584384456,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Black,,Size fits all,,,25381455-black-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532825.jpg?v=1584384453,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532825.jpg?v=1584384453,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,White,,Size fits all,,,25381455-white-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532827.jpg?v=1584384453,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532836.jpg?v=1584384453,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Purple,,Size fits all,,,25381455-purple-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532830.jpg?v=1584384453,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532834.jpg?v=1584384453,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Orange,,Size fits all,,,25381455-orange-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532836.jpg?v=1584384453,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532832.jpg?v=1584384455,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,green,,Size fits all,,,25381455-green-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532829.jpg?v=1584384453,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532830.jpg?v=1584384453,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Red,,Size fits all,,,25381455-red-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532834.jpg?v=1584384453,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532835.jpg?v=1584384453,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Pink,,Size fits all,,,25381455-pink-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532835.jpg?v=1584384453,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532833.jpg?v=1584384454,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Sky Blue,,Size fits all,,,25381455-sky-blue-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532833.jpg?v=1584384454,10,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532838.jpg?v=1584384454,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Yellow,,Size fits all,,,25381455-yellow-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532831.jpg?v=1584384454,11,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532837.jpg?v=1584384455,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,as 2,,Size fits all,,,25381455-as-2-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532838.jpg?v=1584384454,12,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532828.jpg?v=1584384457,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Gray,,Size fits all,,,25381455-gray-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532837.jpg?v=1584384455,13,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532829.jpg?v=1584384453,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Brown,,Size fits all,,,25381455-brown-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532832.jpg?v=1584384455,14,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532827.jpg?v=1584384453,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,rose red,,Size fits all,,,25381455-rose-red-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532824.jpg?v=1584384456,15,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532839.jpg?v=1584384456,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,Khaki,,Size fits all,,,25381455-khaki-size-fits-all,0.0,shopify,deny,oberlo,6.94,6.94,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532839.jpg?v=1584384456,16,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532831.jpg?v=1584384454,kg,,,,,
parakini-2019-sexy-micro-mini-bikini-set-women-erotic-transparent-swimwear-bathing-suit-tiny-g-string-thong-bikinis-beachwear,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1306532828.jpg?v=1584384457,17,,,,,,,,,,,,,,,,,,,,,,,,
sweater-women-2020-autumn-winter-fashion-solid-o-neck-pullover-sweaters-korean-style-knitted-long-sleeve-jumpers-casual-tops,Sweater Women 2020 Autumn Winter Fashion Solid O Neck Pullover Sweaters Korean Style Knitted Long Sleeve Jumpers Casual Tops,"<p><span><strong>Brand Name:</strong> Aachoae</span><br><span><strong>Pattern Type:</strong> Solid</span><br><span><strong>Clothing Length:</strong> REGULAR</span><br><span><strong>Material:</strong> COTTON</span><br><span><strong>Material:</strong> Polyester</span><br><span><strong>Material:</strong> spandex</span><br><span><strong>Collar:</strong> O-Neck</span><br><span><strong>Decoration:</strong> NONE</span><br><span><strong>Sleeve Length(cm):</strong> Full</span><br><span><strong>Sleeve Style:</strong> REGULAR</span><br><span><strong>Thickness:</strong> Thick （Winter)</span><br><span><strong>Closure Type:</strong> None</span><br><span><strong>Style:</strong> Casual</span><br><span><strong>Gender:</strong> WOMEN</span><br><span><strong>Model Number:</strong> F05</span><br><span><strong>Material Composition:</strong> Cotton, Polyester, Spandex</span><br><span><strong>Style:</strong> Casual / Fashion / Streetwear</span><br><span><strong>Type:</strong> Pullover women</span><br><span><strong>Package:</strong> 1* Women sweater</span><br><span><strong>Support:</strong> Wholesale &amp; Dropshipping</span></p>",yellowsweets,,,"",true,Size,One Size,Color,Orange,,,30095421-one-size-orange,0.0,shopify,deny,oberlo,31.86,31.86,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997154.jpg?v=1584384449,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997164.jpg?v=1584384450,kg,,,,,active
sweater-women-2020-autumn-winter-fashion-solid-o-neck-pullover-sweaters-korean-style-knitted-long-sleeve-jumpers-casual-tops,,,,,,,,,One Size,,Red,,,30095421-one-size-red,0.0,shopify,deny,oberlo,31.86,31.86,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997166.jpg?v=1584384449,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997165.jpg?v=1584384450,kg,,,,,
sweater-women-2020-autumn-winter-fashion-solid-o-neck-pullover-sweaters-korean-style-knitted-long-sleeve-jumpers-casual-tops,,,,,,,,,One Size,,White,,,30095421-one-size-white,0.0,shopify,deny,oberlo,31.86,31.86,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997164.jpg?v=1584384450,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997166.jpg?v=1584384449,kg,,,,,
sweater-women-2020-autumn-winter-fashion-solid-o-neck-pullover-sweaters-korean-style-knitted-long-sleeve-jumpers-casual-tops,,,,,,,,,One Size,,Light Blue,,,30095421-one-size-light-blue,0.0,shopify,deny,oberlo,31.86,31.86,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997162.jpg?v=1584384450,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997161.jpg?v=1584384451,kg,,,,,
sweater-women-2020-autumn-winter-fashion-solid-o-neck-pullover-sweaters-korean-style-knitted-long-sleeve-jumpers-casual-tops,,,,,,,,,One Size,,Green,,,30095421-one-size-green,0.0,shopify,deny,oberlo,31.86,31.86,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997165.jpg?v=1584384450,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997162.jpg?v=1584384450,kg,,,,,
sweater-women-2020-autumn-winter-fashion-solid-o-neck-pullover-sweaters-korean-style-knitted-long-sleeve-jumpers-casual-tops,,,,,,,,,One Size,,Royal Blue,,,30095421-one-size-royal-blue,0.0,shopify,deny,oberlo,31.86,31.86,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997161.jpg?v=1584384451,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997163.jpg?v=1584384451,kg,,,,,
sweater-women-2020-autumn-winter-fashion-solid-o-neck-pullover-sweaters-korean-style-knitted-long-sleeve-jumpers-casual-tops,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1285997163.jpg?v=1584384451,7,,,,,,,,,,,,,,,,,,,,,,,,
trendyol-polka-dot-bluz-twoss20bz0536,Trendyol Polka Dot Bluz TWOSS20BZ0536,<p><span><strong>Brand Name:</strong> Trendyol</span></p>,yellowsweets,,,"",true,Color,Lacivert,Size,36,,,34466457-lacivert-36,0.0,shopify,deny,oberlo,48.24,48.24,true,false,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1289990252.jpg?v=1584384449,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1289990252.jpg?v=1584384449,kg,,,,,active
trendyol-polka-dot-bluz-twoss20bz0536,,,,,,,,,Lacivert,,40,,,34466457-lacivert-40,0.0,shopify,deny,oberlo,48.24,48.24,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1289990252.jpg?v=1584384449,kg,,,,,
trendyol-polka-dot-bluz-twoss20bz0536,,,,,,,,,Lacivert,,38,,,34466457-lacivert-38,0.0,shopify,deny,oberlo,48.24,48.24,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1289990252.jpg?v=1584384449,kg,,,,,
trendyol-polka-dot-bluz-twoss20bz0536,,,,,,,,,Lacivert,,42,,,34466457-lacivert-42,0.0,shopify,deny,oberlo,48.24,48.24,true,false,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0252/8251/0902/products/product-image-1289990252.jpg?v=1584384449,kg,,,,,
